Unnamed: 0,species,diameter at breast height [mm],height [dm],volume with bark [m3],genus,stem_volume_formula_1 [m3],stem_volume_formula_2 [m3],stem_volume_formula_3 [m3],stem_volume_formula_4 [m3],stem_volume_formula_5 [m3],stem_volume_formula_6 [m3],stem_volume_formula_7 [m3],stem_volume_formula_8 [m3],stem_volume_formula_9 [m3],stem_volume_formula_10 [m3],stem_volume_formula_11 [m3],stem_volume_formula_12 [m3],stem_volume_formula_13 [m3],stem_volume_formula_14 [m3],stem_volume_formula_15 [m3],stem_volume_formula_16 [m3],stem_volume_formula_17 [m3],stem_volume_formula_18 [m3],stem_volume_formula_19 [m3],stem_volume_formula_20 [m3],stem_volume_formula_21 [m3],stem_volume_formula_22 [m3],stem_volume_formula_23 [m3],stem_volume_formula_24 [m3],stem_volume_formula_25 [m3],stem_volume_formula_26 [m3],stem_volume_formula_27 [m3],stem_volume_formula_28 [m3],stem_volume_formula_29 [m3],stem_volume_formula_30 [m3],stem_volume_formula_31 [m3],stem_volume_formula_32 [m3],stem_volume_formula_33 [m3],stem_volume_formula_34 [m3],stem_volume_formula_35 [m3],stem_volume_formula_36 [m3],stem_volume_formula_37 [m3],stem_volume_formula_38 [m3],stem_volume_formula_39 [m3],stem_volume_formula_40 [m3],stem_volume_formula_41 [m3],stem_volume_formula_42 [m3],stem_volume_formula_43 [m3],stem_volume_formula_44 [m3],stem_volume_formula_45 [m3],stem_volume_formula_46 [m3],stem_volume_formula_47 [m3],stem_volume_formula_48 [m3],stem_volume_formula_49 [m3],stem_volume_formula_50 [m3],stem_volume_formula_51 [m3],stem_volume_formula_52 [m3],stem_volume_formula_53 [m3],stem_volume_formula_54 [m3],stem_volume_formula_55 [m3],stem_volume_formula_56 [m3],stem_volume_formula_57 [m3],stem_volume_formula_58 [m3],stem_volume_formula_59 [m3],stem_volume_formula_60 [m3],stem_volume_formula_61 [m3],stem_volume_formula_62 [m3],stem_volume_formula_63 [m3],stem_volume_formula_64 [m3],stem_volume_formula_65 [m3],stem_volume_formula_66 [m3],stem_volume_formula_67 [m3],stem_volume_formula_68 [m3],stem_volume_formula_69 [m3],stem_volume_formula_70 [m3],stem_volume_formula_71 [m3],stem_volume_formula_72 [m3],stem_volume_formula_73 [m3],stem_volume_formula_74 [m3],stem_volume_formula_75 [m3],stem_volume_formula_76 [m3],stem_volume_formula_77 [m3],stem_volume_formula_78 [m3],stem_volume_formula_79 [m3],stem_volume_formula_80 [m3],stem_volume_formula_81 [m3],stem_volume_formula_82 [m3],stem_volume_formula_83 [m3],stem_volume_formula_84 [m3],stem_volume_formula_85 [m3],stem_volume_formula_86 [m3],stem_volume_formula_87 [m3],stem_volume_formula_88 [m3],stem_volume_formula_89 [m3],stem_volume_formula_90 [m3],stem_volume_formula_91 [m3],stem_volume_formula_92 [m3],stem_volume_formula_93 [m3],stem_volume_formula_94 [m3],stem_volume_formula_95 [m3],stem_volume_formula_96 [m3],stem_volume_formula_97 [m3],stem_volume_formula_98 [m3],stem_volume_formula_99 [m3],stem_volume_formula_100 [m3],stem_volume_formula_101 [m3],stem_volume_formula_102 [m3],stem_volume_formula_103 [m3],stem_volume_formula_104 [m3],stem_volume_formula_105 [m3],stem_volume_formula_106 [m3],stem_volume_formula_107 [m3],stem_volume_formula_108 [m3],stem_volume_formula_109 [m3],stem_volume_formula_110 [m3],stem_volume_formula_111 [m3],stem_volume_formula_112 [m3],stem_volume_formula_113 [m3],stem_volume_formula_114 [m3],stem_volume_formula_115 [m3],stem_volume_formula_116 [m3],stem_volume_formula_117 [m3],stem_volume_formula_118 [m3],stem_volume_formula_119 [m3],stem_volume_formula_120 [m3],stem_volume_formula_121 [m3],stem_volume_formula_122 [m3],stem_volume_formula_123 [m3],stem_volume_formula_124 [m3],stem_volume_formula_125 [m3],stem_volume_formula_126 [m3],stem_volume_formula_127 [m3],stem_volume_formula_128 [m3],stem_volume_formula_129 [m3],stem_volume_formula_130 [m3],stem_volume_formula_131 [m3],stem_volume_formula_132 [m3],stem_volume_formula_133 [m3],stem_volume_formula_134 [m3],stem_volume_formula_135 [m3],stem_volume_formula_136 [m3],stem_volume_formula_137 [m3],stem_volume_formula_138 [m3],stem_volume_formula_139 [m3],stem_volume_formula_140 [m3],stem_volume_formula_141 [m3],stem_volume_formula_142 [m3],stem_volume_formula_143 [m3],stem_volume_formula_144 [m3],stem_volume_formula_145 [m3],stem_volume_formula_146 [m3],stem_volume_formula_147 [m3],stem_volume_formula_148 [m3],stem_volume_formula_149 [m3],stem_volume_formula_150 [m3],stem_volume_formula_151 [m3],stem_volume_formula_152 [m3],stem_volume_formula_153 [m3],stem_volume_formula_154 [m3],stem_volume_formula_155 [m3],stem_volume_formula_156 [m3],stem_volume_formula_157 [m3],stem_volume_formula_158 [m3],stem_volume_formula_159 [m3],stem_volume_formula_160 [m3],stem_volume_formula_161 [m3],stem_volume_formula_162 [m3],stem_volume_formula_163 [m3],stem_volume_formula_164 [m3],stem_volume_formula_165 [m3],stem_volume_formula_166 [m3],stem_volume_formula_167 [m3],stem_volume_formula_168 [m3],stem_volume_formula_169 [m3],stem_volume_formula_170 [m3],stem_volume_formula_171 [m3],stem_volume_formula_172 [m3],stem_volume_formula_173 [m3],stem_volume_formula_174 [m3],stem_volume_formula_175 [m3],stem_volume_formula_176 [m3],stem_volume_formula_177 [m3],stem_volume_formula_178 [m3],stem_volume_formula_179 [m3],stem_volume_formula_180 [m3],stem_volume_formula_181 [m3],stem_volume_formula_182 [m3],stem_volume_formula_183 [m3],stem_volume_formula_184 [m3],stem_volume_formula_185 [m3],stem_volume_formula_186 [m3],stem_volume_formula_187 [m3],stem_volume_formula_188 [m3],stem_volume_formula_189 [m3],stem_volume_formula_190 [m3],stem_volume_formula_191 [m3],stem_volume_formula_192 [m3],stem_volume_formula_193 [m3],stem_volume_formula_194 [m3],stem_volume_formula_195 [m3],stem_volume_formula_196 [m3],stem_volume_formula_197 [m3],stem_volume_formula_198 [m3],stem_volume_formula_199 [m3],stem_volume_formula_200 [m3],stem_volume_formula_201 [m3],stem_volume_formula_202 [m3],stem_volume_formula_203 [m3],stem_volume_formula_204 [m3],stem_volume_formula_205 [m3],stem_volume_formula_206 [m3],stem_volume_formula_207 [m3],stem_volume_formula_208 [m3],stem_volume_formula_209 [m3],stem_volume_formula_210 [m3],stem_volume_formula_211 [m3],stem_volume_formula_212 [m3],stem_volume_formula_213 [m3],stem_volume_formula_214 [m3],stem_volume_formula_215 [m3],stem_volume_formula_216 [m3],stem_volume_formula_217 [m3],stem_volume_formula_218 [m3],stem_volume_formula_219 [m3],stem_volume_formula_220 [m3],stem_volume_formula_221 [m3],stem_volume_formula_222 [m3],stem_volume_formula_223 [m3],stem_volume_formula_224 [m3],stem_volume_formula_225 [m3],stem_volume_formula_226 [m3],stem_volume_formula_227 [m3],stem_volume_formula_228 [m3],stem_volume_formula_229 [m3],stem_volume_formula_230 [m3]
10,European black pine,538,283.0,2.7153218,Pinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.706066463891351,2.8537913525689986,2.9324134010323997,3.1390780385269985,2.2823225457775997,2.9898831805464074,,,,,,,,2.657908216854691,2.601339927956457,3.111609227187999,2.8317470405596064,1.3527434286255415,2.7432681346858856,2.7450623860704617,2.486847278564478,2.3431115737004893,2.64535206326,2.2837727364334244,2.779702141772576,2.754609627901757,2.264177240847024,1.126529386413883,2.2810699677850113,2.8607033959823913,2.622607084880251,2.6307081605240628,2.645777928609433,2.8173009089559993,2.83793395799,3.116982203583999,0.029305630027999997,3.1898297387119996,2.5463084101845292,2.73798897323,2.7305182291790575,2.7605363819947715,2.594688725380901,2.457529701661969,2.2714042440400255,2.6134918888699996,2.30378099780378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,European black pine,228,209.0,0.38041985,Pinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32245932883519896,0.4166059454426414,0.4369041233856,0.4440153710884102,0.30103626481440005,0.4412718635187431,,,,,,,,0.3893441791286142,0.3527942391913651,0.316382580308,0.3117047007142325,0.26832912220589544,0.40520190919958693,0.40594294868127134,0.3715412293475063,0.3608457403989073,0.42303197292000005,0.32237885164811214,0.3938222606812498,0.4009953593096587,0.3655391770756764,0.20005945010829868,0.36789285677715045,0.4327068919389049,0.4019486867244164,0.4018704990668142,0.4064073672483226,0.391628768848,0.405712954532,0.41922839987199995,0.011849241264000004,0.42563640633600003,0.401820230426167,0.39926607942,0.4066808227602647,0.4047153306310337,0.38480100081888824,0.3553171952266093,0.328694386186862,0.39226409454,0.332826810315362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Pinus cembra,515,145.0,1.3649546,Pinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9098677851808263,1.35817186466629,1.4337536719375001,1.4128526269415111,1.3473854746250002,1.4546927464345016,,,,,,,,1.3076157984523162,2.349844573107349,2.433897868875,2.5309516093065003,1.2792592278758508,1.3653719952408965,1.3700848286608105,1.4285162617361287,1.3153202206565149,0.6763063687500007,2.09903568329746,1.402938060460488,1.5372922379547551,1.502548599988314,0.7512201312456308,1.513680732793744,1.2880603303923137,1.2575654091656139,1.2502233380204488,1.216527318243189,1.4266844931249998,1.3898558007500001,1.5031248549999998,0.067028917625,1.49916845825,1.0376594998060729,1.369397424375,1.3431605710266759,1.3736117850146843,1.2745845044807589,1.1590660860809057,1.03151154684414,1.296893664375,1.0288977609958716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Pinus cembra,251,108.0,0.26828152,Pinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2180246859982831,0.2605180902021309,0.27311169680960007,0.2630466941994013,0.25580264163040006,0.281977270162862,,,,,,,,0.25443956363042697,0.4412193231078628,0.34213789425900004,0.3990457538167407,0.33496131597540624,0.27046412350212257,0.2719870462100156,0.2826587415314864,0.2665432653705047,0.21370751436000013,0.40932726439459594,0.2634352044507817,0.29712792020615936,0.3200379818123228,0.17329772779265776,0.32213527935215414,0.25361355117479706,0.25595356815286524,0.25512350343683327,0.25913595298183345,0.2718909903240001,0.263016507836,0.2723943598360001,0.020685438112000003,0.2676567258480001,0.2229666680067545,0.26408391716000007,0.2665177551520962,0.26730618023098546,0.2524531126297808,0.22068228159117667,0.1969696958733025,0.25408863532000003,0.19215726358857269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Eastern white pine,25,,0.0,Pinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002058068838138464,,0.001062469859197079,0.0012139441727778049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Eastern white pine,1,,0.0,Pinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.148761379106798e-06,,2.711822821688692e-07,6.237565246223494e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Other pines,82,77.0,0.014242512,Pinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026071562605464376,0.022444821960236547,0.022432422184400003,0.021851976282414406,0.021944105345600002,0.02459632313212813,,,,,,,,0.022191145205960335,0.032657344759152475,0.009493279131999991,0.022503048974623675,0.020075793308551155,0.022758997250490114,0.02319275854463498,0.024694536820940284,0.02427695902638522,0.02485673134,0.02320202537715008,0.021714023659015126,0.02515489611550932,0.030557779794941557,0.018734955804840178,0.03071738254106464,0.02299838564393259,0.023489759853301914,0.023634061633262787,0.02464063550966029,0.030166248163999994,0.02323894751,0.023156113696,0.005036433492,0.023079603688,0.023028807629871154,0.02345277367,0.02304983649405721,0.023144261731150324,0.023380703716379982,0.018231198022576157,0.017383858529172194,0.02333026403,0.01559612696555305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Other pines,428,290.0,1.8979923,Pinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1947011638177016,1.8960140647687758,1.9716970121599997,2.0862186918518817,1.40750568304,1.9853376748716212,,,,,,,,1.768923975848025,1.5276381931932368,1.7097563320079996,1.5730033900040927,0.9708942383612104,1.8355240831252204,1.8346137313166149,1.61314623311241,1.5383120372204677,1.88575949136,1.4309867608639817,1.8144283728865231,1.7824051579660345,1.4658427951139268,0.7480798088079466,1.476379988946238,1.9364305634119117,1.7736724878702417,1.7811988433060264,1.8236211737692118,1.8266821582399992,1.87225817096,2.0208276361599995,0.018217123200000004,2.0697535441599997,1.7901260485317643,1.8130129219999997,1.8235222193612612,1.8263159980335433,1.7235456988091649,1.6345084119938853,1.515853803121821,1.7489791571999995,1.5419230256047696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Silver fir,1,,0.0,Abies,,,,3.974256464049054e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Silver fir,249,153.0,0.33188191,Abies,0.34659827795230747,0.35923056812940557,0.34648686909705134,0.4341884275132174,0.383443241396653,0.5203795101937565,0.0003978768488961309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2787707972167397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Grand fir,179,207.0,0.27363232,Abies,0.2774524483007787,0.2681198171721575,0.2773724203425053,0.18899291664391293,0.2924255219800176,0.32738967958398274,0.00028968226968608605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1939082733246823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Grand fir,239,231.0,0.53164524,Abies,0.5284892686796789,0.49762953064750487,0.5283215592249938,0.39157828472765066,0.5595050177814347,0.7141912878466328,0.0005557411266031621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3850597746175707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Other firs,425,283.0,2.3922958,Abies,1.8045630745181522,1.6797192052726522,1.8038865796917656,1.67030581475488,1.9584578403965809,3.573107163156701,0.001958248010060481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4875782383364993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Other firs,558,340.0,3.939364,Abies,3.526869165109187,3.2499918525755205,3.5254510232756924,3.3172184376722726,3.8461437741072784,8.496354364932891,0.0038399340187066635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0748830998100547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Douglas fir,463,313.0,2.1181102,Pseudotsuga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4317721914612997,2.073902748168767,1.95227673864178,2.405296443905166,1.953271816166596,1.4800755145247935,1.9497113791707958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Douglas fir,644,369.0,4.6409478,Pseudotsuga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.141056470353602,4.434536012793498,3.761243630187644,5.35470329038797,4.222600943726833,3.1522753316422136,4.214490556689356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,European larch,516,276.0,2.3527069,Larix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3068455209606977,2.793934587663108,2.5076739964832,2.6965486679711788,2.1814306661847658,2.1814306661847658,2.5424299022069135,2.5407481730164987,2.157183462220317,1.6899223424574175,2.0112641103971813,2.1814306661847658,2.5636038483200005,2.2981402393600003,2.682375436849284,1.3602812816721561,2.5853331150773,0.019351067552996967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,European larch,511,370.0,2.8904333,Larix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.126268221901861,3.67963804764916,3.4509249296582,3.6353030253805083,3.0784040080075266,3.0784040080075266,3.3528539611355974,3.6098031697085853,2.8268581063220926,2.219893054474906,2.7738334028840326,3.0784040080075266,3.2588953325000003,2.9645717525,3.2855554747540134,1.6679294380498275,3.1668733648544025,0.02370386239888938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Japanese larch,515,232.0,2.132453,Larix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8929135069729548,2.336554708991392,2.0305568808250003,2.226854478710547,1.76469600344666,1.76469600344666,2.127096652741721,2.045832481742502,1.8131490582338452,1.4177975714149402,1.6426929116315387,1.76469600344666,2.1911084702,1.9387703076000002,2.339857893501687,1.186834672554554,2.2552328964503405,0.01688028667270859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Japanese larch,501,317.0,2.5780122,Larix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5566593983966186,3.028382931642316,2.7945868776911995,2.9643216067767897,2.4616087514056493,2.4616087514056493,2.7656768414274695,2.8728514981980338,2.34620854759161,1.837669740434969,2.252517540050562,2.4616087514056493,2.7286921833800006,2.4640448748400003,2.7995810952128704,1.4242787486523825,2.6987681798062044,0.020200122395348286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,25,,0.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,228,187.0,0.38974762,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,European yew,25,,0.0,Taxus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,European yew,1,,0.0,Taxus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Beech,102,162.0,0.044845171,Fagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10552570814419047,0.06534909727556952,0.07103070334855306,0.04853429314111947,0.06104392701999998,0.019274805720737278,0.19323441419616,0.07925185249677921,0.06278554704800281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Beech,449,160.0,1.3038293,Fagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.768959309346513,1.130071149773537,1.2521852853875617,1.1920743839999999,1.5804365159254998,1.7014309286908638,0.82989904609948,0.7782779817703385,0.8688025917588471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,English oak,417,313.0,1.8792138,Quercus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.850280869602297,2.1042056832230007,1.1685764809420274,2.0633614459732073,1.6168023545336478,2.8835635591569306,2.7717986446196923,1.9368605667380796,1.8873189995532,1.7925412312243976,1.8260021803597788,3.877405417321802,2.0581234083808004,1.5016841072462663,1.3072444092789528,0.00556074099325145,0.002126031156882735,0.0017485967092900213,,,,,,,,,,,,,
37,English oak,517,218.0,2.3369818,Quercus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2751967680847875,2.2526468682780005,1.3134876407747769,1.9367889436918508,1.2259920517572298,1.9899040615515557,2.9102113245638033,2.183436037623205,1.8852908039182004,1.8725167513332754,2.0766264760227564,4.898803135320069,2.2153986864258,1.8998666966636149,1.645718905416315,0.005622666627818608,0.002477754281931462,0.0020512078997490424,,,,,,,,,,,,,
